"hgdp_id"	"Origin"	"Geographic.origin"	"cluster"
"HGDP00899"	"Russian"	"Russia"	2
"HGDP00900"	"Russian"	"Russia"	2
"HGDP00901"	"Russian"	"Russia"	1
"HGDP00902"	"Russian"	"Russia"	2
"HGDP00903"	"Russian"	"Russia"	2
"HGDP00905"	"Mandenka"	"Senegal"	4
"HGDP00906"	"Mandenka"	"Senegal"	4
"HGDP00908"	"Mandenka"	"Senegal"	4
"HGDP00909"	"Mandenka"	"Senegal"	1
"HGDP00910"	"Mandenka"	"Senegal"	4
"HGDP00912"	"Mandenka"	"Senegal"	4
"HGDP00914"	"Mandenka"	"Senegal"	4
"HGDP00915"	"Mandenka"	"Senegal"	4
"HGDP00917"	"Mandenka"	"Senegal"	4
"HGDP00918"	"Mandenka"	"Senegal"	4
"HGDP00924"	"Yoruba"	"Nigeria"	4
"HGDP00926"	"Yoruba"	"Nigeria"	4
"HGDP00927"	"Yoruba"	"Nigeria"	4
"HGDP00928"	"Yoruba"	"Nigeria"	4
"HGDP00929"	"Yoruba"	"Nigeria"	4
"HGDP00930"	"Yoruba"	"Nigeria"	4
"HGDP00931"	"Yoruba"	"Nigeria"	4
"HGDP00932"	"Yoruba"	"Nigeria"	4
"HGDP00933"	"Yoruba"	"Nigeria"	4
"HGDP00937"	"Yoruba"	"Nigeria"	4
"HGDP00938"	"Yoruba"	"Nigeria"	4
"HGDP00939"	"Yoruba"	"Nigeria"	4
"HGDP00943"	"Yoruba"	"Nigeria"	4
"HGDP00944"	"Yoruba"	"Nigeria"	4
"HGDP00945"	"Yakut"	"Siberia"	3
"HGDP00946"	"Yakut"	"Siberia"	3
"HGDP00947"	"Yakut"	"Siberia"	3
"HGDP00948"	"Yakut"	"Siberia"	3
"HGDP00949"	"Yakut"	"Siberia"	3
"HGDP00950"	"Yakut"	"Siberia"	3
"HGDP00951"	"Yakut"	"Siberia"	3
"HGDP00952"	"Yakut"	"Siberia"	3
"HGDP00953"	"Yakut"	"Siberia"	3
"HGDP00954"	"Yakut"	"Siberia"	3
"HGDP00955"	"Yakut"	"Siberia"	3
"HGDP00956"	"Yakut"	"Siberia"	3
"HGDP00957"	"Yakut"	"Siberia"	3
"HGDP00958"	"Yakut"	"Siberia"	3
"HGDP00959"	"Yakut"	"Siberia"	3
"HGDP00960"	"Yakut"	"Siberia"	3
"HGDP00961"	"Yakut"	"Siberia"	3
"HGDP00962"	"Yakut"	"Siberia"	3
"HGDP00963"	"Yakut"	"Siberia"	3
"HGDP00964"	"Yakut"	"Siberia"	3
"HGDP00965"	"Yakut"	"Siberia"	3
"HGDP00966"	"Yakut"	"Siberia"	3
"HGDP00967"	"Yakut"	"Siberia"	3
"HGDP00968"	"Yakut"	"Siberia"	3
"HGDP00969"	"Yakut"	"Siberia"	3
"HGDP00971"	"Han"	"China"	3
"HGDP00972"	"Han"	"China"	3
"HGDP00973"	"Han"	"China"	3
"HGDP00974"	"Han"	"China"	3
"HGDP00975"	"Han"	"China"	3
"HGDP00976"	"Han"	"China"	3
"HGDP00977"	"Han"	"China"	3
"HGDP00985"	"Biaka_Pygmies"	"Central African Republic"	4
"HGDP00986"	"Biaka_Pygmies"	"Central African Republic"	4
"HGDP00992"	"San"	"Namibia"	4
"HGDP00993"	"Bantu_S.E._Pedi"	"South Africa"	4
"HGDP00994"	"Bantu_S.E._S.Sotho"	"South Africa"	4
"HGDP01021"	"Han"	"China"	3
"HGDP01023"	"Han"	"China"	3
"HGDP01024"	"Han"	"China"	3
"HGDP01028"	"Bantu_S.W._Herero"	"South Africa"	4
"HGDP01031"	"Bantu_S.W._Ovambo"	"South Africa"	4
"HGDP01062"	"Sardinian"	"Italy"	2
"HGDP01063"	"Sardinian"	"Italy"	1
"HGDP01064"	"Sardinian"	"Italy"	2
"HGDP01065"	"Sardinian"	"Italy"	2
"HGDP01066"	"Sardinian"	"Italy"	2
"HGDP01067"	"Sardinian"	"Italy"	1
"HGDP01068"	"Sardinian"	"Italy"	2
"HGDP01069"	"Sardinian"	"Italy"	2
"HGDP01070"	"Sardinian"	"Italy"	2
"HGDP01071"	"Sardinian"	"Italy"	2
"HGDP01072"	"Sardinian"	"Italy"	2
"HGDP01073"	"Sardinian"	"Italy"	2
"HGDP01074"	"Sardinian"	"Italy"	1
"HGDP01075"	"Sardinian"	"Italy"	2
"HGDP01076"	"Sardinian"	"Italy"	2
"HGDP01077"	"Sardinian"	"Italy"	2
"HGDP01078"	"Sardinian"	"Italy"	2
"HGDP01079"	"Sardinian"	"Italy"	2
"HGDP01081"	"Mbuti_Pygmies"	"Democratic Republic of Congo"	4
"HGDP01086"	"Biaka_Pygmies"	"Central African Republic"	4
"HGDP01094"	"Biaka_Pygmies"	"Central African Republic"	4
"HGDP01095"	"Tujia"	"China"	3
"HGDP01096"	"Tujia"	"China"	3
"HGDP01097"	"Tujia"	"China"	3
"HGDP01098"	"Tujia"	"China"	3
"HGDP01099"	"Tujia"	"China"	3
"HGDP01100"	"Tujia"	"China"	3
"HGDP01101"	"Tujia"	"China"	3
"HGDP01102"	"Tujia"	"China"	3
"HGDP01103"	"Tujia"	"China"	3
"HGDP01104"	"Tujia"	"China"	3
"HGDP01147"	"North_Italian"	"Italy (Bergamo)"	2
"HGDP01149"	"North_Italian"	"Italy (Bergamo)"	2
"HGDP01151"	"North_Italian"	"Italy (Bergamo)"	2
"HGDP01152"	"North_Italian"	"Italy (Bergamo)"	2
"HGDP01153"	"North_Italian"	"Italy (Bergamo)"	1
"HGDP01155"	"North_Italian"	"Italy (Bergamo)"	2
"HGDP01156"	"North_Italian"	"Italy (Bergamo)"	2
"HGDP01157"	"North_Italian"	"Italy (Bergamo)"	2
"HGDP01161"	"Tuscan"	"Italy"	2
"HGDP01162"	"Tuscan"	"Italy"	2
"HGDP01163"	"Tuscan"	"Italy"	2
"HGDP01164"	"Tuscan"	"Italy"	1
"HGDP01166"	"Tuscan"	"Italy"	2
"HGDP01167"	"Tuscan"	"Italy"	1
"HGDP01168"	"Tuscan"	"Italy"	1
"HGDP01169"	"Tuscan"	"Italy"	1
"HGDP01171"	"North_Italian"	"Italy (Bergamo)"	2
"HGDP01172"	"North_Italian"	"Italy (Bergamo)"	2
"HGDP01173"	"North_Italian"	"Italy (Bergamo)"	2
"HGDP01174"	"North_Italian"	"Italy (Bergamo)"	1
"HGDP01177"	"North_Italian"	"Italy (Bergamo)"	2
"HGDP01179"	"Yizu"	"China"	3
"HGDP01180"	"Yizu"	"China"	3
"HGDP01181"	"Yizu"	"China"	3
"HGDP01182"	"Yizu"	"China"	3
"HGDP01183"	"Yizu"	"China"	3
"HGDP01184"	"Yizu"	"China"	3
"HGDP01185"	"Yizu"	"China"	3
"HGDP01186"	"Yizu"	"China"	3
"HGDP01187"	"Yizu"	"China"	3
"HGDP01188"	"Yizu"	"China"	3
"HGDP01189"	"Miaozu"	"China"	3
"HGDP01190"	"Miaozu"	"China"	3
"HGDP01191"	"Miaozu"	"China"	3
"HGDP01192"	"Miaozu"	"China"	3
"HGDP01193"	"Miaozu"	"China"	3
"HGDP01194"	"Miaozu"	"China"	3
"HGDP01195"	"Miaozu"	"China"	3
"HGDP01196"	"Miaozu"	"China"	3
"HGDP01197"	"Miaozu"	"China"	3
"HGDP01198"	"Miaozu"	"China"	3
"HGDP01199"	"Mandenka"	"Senegal"	4
"HGDP01200"	"Mandenka"	"Senegal"	4
"HGDP01201"	"Mandenka"	"Senegal"	4
"HGDP01202"	"Mandenka"	"Senegal"	4
"HGDP01203"	"Oroqen"	"China"	3
"HGDP01204"	"Oroqen"	"China"	3
"HGDP01205"	"Oroqen"	"China"	3
"HGDP01206"	"Oroqen"	"China"	3
"HGDP01207"	"Oroqen"	"China"	3
"HGDP01208"	"Oroqen"	"China"	3
"HGDP01209"	"Oroqen"	"China"	3
"HGDP01211"	"Oroqen"	"China"	3
"HGDP01212"	"Oroqen"	"China"	3
"HGDP01213"	"Daur"	"China"	3
"HGDP01214"	"Daur"	"China"	3
"HGDP01215"	"Daur"	"China"	3
"HGDP01216"	"Daur"	"China"	3
"HGDP01217"	"Daur"	"China"	3
"HGDP01218"	"Daur"	"China"	3
"HGDP01219"	"Daur"	"China"	3
"HGDP01220"	"Daur"	"China"	3
"HGDP01221"	"Daur"	"China"	3
"HGDP01222"	"Daur"	"China"	3
"HGDP01223"	"Mongola"	"China"	3
"HGDP01224"	"Mongola"	"China"	3
"HGDP01225"	"Mongola"	"China"	3
"HGDP01226"	"Mongola"	"China"	3
"HGDP01227"	"Mongola"	"China"	3
"HGDP01228"	"Mongola"	"China"	3
"HGDP01229"	"Mongola"	"China"	3
"HGDP01230"	"Mongola"	"China"	3
"HGDP01231"	"Mongola"	"China"	3
"HGDP01232"	"Mongola"	"China"	3
"HGDP01233"	"Hezhen"	"China"	3
"HGDP01234"	"Hezhen"	"China"	3
"HGDP01236"	"Hezhen"	"China"	3
"HGDP01237"	"Hezhen"	"China"	3
"HGDP01238"	"Hezhen"	"China"	3
"HGDP01239"	"Hezhen"	"China"	3
"HGDP01240"	"Hezhen"	"China"	3
"HGDP01241"	"Hezhen"	"China"	3
"HGDP01242"	"Hezhen"	"China"	3
"HGDP01243"	"Xibo"	"China"	3
"HGDP01244"	"Xibo"	"China"	3
"HGDP01245"	"Xibo"	"China"	3
"HGDP01246"	"Xibo"	"China"	3
"HGDP01247"	"Xibo"	"China"	3
"HGDP01248"	"Xibo"	"China"	3
"HGDP01249"	"Xibo"	"China"	3
"HGDP01250"	"Xibo"	"China"	1
"HGDP01251"	"Xibo"	"China"	3
"HGDP01284"	"Mandenka"	"Senegal"	4
"HGDP01285"	"Mandenka"	"Senegal"	4
"HGDP01287"	"Han"	"China"	3
"HGDP01288"	"Han"	"China"	3
"HGDP01289"	"Han"	"China"	3
"HGDP01290"	"Han"	"China"	3
"HGDP01291"	"Han"	"China"	3
"HGDP01292"	"Han"	"China"	3
"HGDP01293"	"Han"	"China"	3
"HGDP01294"	"Han"	"China"	3
"HGDP01295"	"Han"	"China"	3
"HGDP01296"	"Han"	"China"	3
"HGDP01297"	"Uygur"	"China"	1
"HGDP01298"	"Uygur"	"China"	1
"HGDP01299"	"Uygur"	"China"	1
"HGDP01300"	"Uygur"	"China"	1
"HGDP01301"	"Uygur"	"China"	1
"HGDP01302"	"Uygur"	"China"	3
"HGDP01303"	"Uygur"	"China"	1
"HGDP01304"	"Uygur"	"China"	1
"HGDP01305"	"Uygur"	"China"	1
"HGDP01306"	"Uygur"	"China"	1
"HGDP01307"	"Dai"	"China"	3
"HGDP01308"	"Dai"	"China"	3
"HGDP01309"	"Dai"	"China"	3
"HGDP01310"	"Dai"	"China"	3
"HGDP01311"	"Dai"	"China"	3
"HGDP01312"	"Dai"	"China"	3
"HGDP01313"	"Dai"	"China"	3
"HGDP01314"	"Dai"	"China"	3
"HGDP01315"	"Dai"	"China"	3
"HGDP01316"	"Dai"	"China"	3
"HGDP01317"	"Lahu"	"China"	3
"HGDP01318"	"Lahu"	"China"	3
"HGDP01319"	"Lahu"	"China"	3
"HGDP01320"	"Lahu"	"China"	3
"HGDP01321"	"Lahu"	"China"	3
"HGDP01322"	"Lahu"	"China"	3
"HGDP01323"	"Lahu"	"China"	3
"HGDP01326"	"Lahu"	"China"	3
"HGDP01327"	"She"	"China"	3
"HGDP01328"	"She"	"China"	3
"HGDP01329"	"She"	"China"	3
"HGDP01330"	"She"	"China"	3
"HGDP01331"	"She"	"China"	3
"HGDP01332"	"She"	"China"	3
"HGDP01333"	"She"	"China"	3
"HGDP01334"	"She"	"China"	3
"HGDP01335"	"She"	"China"	3
"HGDP01336"	"She"	"China"	3
"HGDP01337"	"Naxi"	"China"	3
"HGDP01338"	"Naxi"	"China"	3
"HGDP01339"	"Naxi"	"China"	3
"HGDP01340"	"Naxi"	"China"	3
"HGDP01341"	"Naxi"	"China"	3
"HGDP01342"	"Naxi"	"China"	3
"HGDP01344"	"Naxi"	"China"	1
"HGDP01345"	"Naxi"	"China"	3
"HGDP01346"	"Naxi"	"China"	3
"HGDP01347"	"Tu"	"China"	3
"HGDP01348"	"Tu"	"China"	3
"HGDP01349"	"Tu"	"China"	3
"HGDP01350"	"Tu"	"China"	3
"HGDP01351"	"Tu"	"China"	3
"HGDP01352"	"Tu"	"China"	3
"HGDP01353"	"Tu"	"China"	3
"HGDP01354"	"Tu"	"China"	3
"HGDP01355"	"Tu"	"China"	3
"HGDP01356"	"Tu"	"China"	3
"HGDP01357"	"French_Basque"	"France"	2
"HGDP01358"	"French_Basque"	"France"	2
"HGDP01359"	"French_Basque"	"France"	2
"HGDP01360"	"French_Basque"	"France"	2
"HGDP01361"	"French_Basque"	"France"	2
"HGDP01362"	"French_Basque"	"France"	2
"HGDP01363"	"French_Basque"	"France"	2
"HGDP01364"	"French_Basque"	"France"	2
"HGDP01365"	"French_Basque"	"France"	2
"HGDP01366"	"French_Basque"	"France"	2
"HGDP01367"	"French_Basque"	"France"	2
"HGDP01368"	"French_Basque"	"France"	2
"HGDP01369"	"French_Basque"	"France"	2
"HGDP01370"	"French_Basque"	"France"	2
"HGDP01371"	"French_Basque"	"France"	2
"HGDP01372"	"French_Basque"	"France"	2
"HGDP01373"	"French_Basque"	"France"	2
"HGDP01374"	"French_Basque"	"France"	2
"HGDP01375"	"French_Basque"	"France"	2
"HGDP01376"	"French_Basque"	"France"	2
"HGDP01377"	"French_Basque"	"France"	2
"HGDP01378"	"French_Basque"	"France"	2
"HGDP01379"	"French_Basque"	"France"	1
"HGDP01380"	"French_Basque"	"France"	2
"HGDP01381"	"Adygei"	"Russia Caucasus"	2
"HGDP01382"	"Adygei"	"Russia Caucasus"	2
"HGDP01383"	"Adygei"	"Russia Caucasus"	1
"HGDP01384"	"Adygei"	"Russia Caucasus"	1
"HGDP01385"	"Adygei"	"Russia Caucasus"	1
"HGDP01386"	"Adygei"	"Russia Caucasus"	2
"HGDP01387"	"Adygei"	"Russia Caucasus"	1
"HGDP01388"	"Adygei"	"Russia Caucasus"	2
"HGDP01396"	"Adygei"	"Russia Caucasus"	2
"HGDP01397"	"Adygei"	"Russia Caucasus"	2
"HGDP01398"	"Adygei"	"Russia Caucasus"	1
"HGDP01399"	"Adygei"	"Russia Caucasus"	1
"HGDP01400"	"Adygei"	"Russia Caucasus"	1
"HGDP01401"	"Adygei"	"Russia Caucasus"	1
"HGDP01402"	"Adygei"	"Russia Caucasus"	1
"HGDP01403"	"Adygei"	"Russia Caucasus"	2
"HGDP01404"	"Adygei"	"Russia Caucasus"	2
"HGDP01405"	"Bantu_N.E."	"Kenya"	4
"HGDP01406"	"Bantu_N.E."	"Kenya"	4
"HGDP01408"	"Bantu_N.E."	"Kenya"	4
"HGDP01411"	"Bantu_N.E."	"Kenya"	4
"HGDP01415"	"Bantu_N.E."	"Kenya"	4
"HGDP01416"	"Bantu_N.E."	"Kenya"	4
"HGDP01417"	"Bantu_N.E."	"Kenya"	4
"HGDP01418"	"Bantu_N.E."	"Kenya"	4
"HGDP01419"	"Bantu_N.E."	"Kenya"	4
